"","date","day","time","type","block_number","street1","street2","lat","long","wday","severity","area"
"3918",2016-04-16,"Saturday",10.8333333333333,"ROBBERY",NA,"FOURTH STREET","ALLSTON WAY",37.864836,-122.299024,"weekend","4","W"
"3919",2016-01-18,"Monday",19,"BURGLARY AUTO","1600","UNIVERSITY AVE",NA,37.870652,-122.27958,"weekday","3","W"
"3920",2016-02-13,"Saturday",22.5,"2ND RESPONSE","2300","DERBY ST",NA,37.860993,-122.262105,"weekend","1","S"
"3921",2016-01-30,"Saturday",2.08333333333333,"ARSON","2600","TELEGRAPH AVE",NA,37.862927,-122.258784,"weekend","4","E"
"3922",2016-04-04,"Monday",12,"BURGLARY RESIDENTIAL","600","ADDISON ST",NA,37.865793,-122.301779,"weekday","4","W"
"3923",2016-04-11,"Monday",21,"VANDALISM","2500","ACTON ST",NA,37.861685,-122.283191,"weekday","3","W"
"3924",2016-02-11,"Thursday",17,"BURGLARY AUTO","2400","CURTIS ST",NA,37.863099,-122.288255,"weekday","3","W"
"3925",2015-12-30,"Wednesday",18.5,"VANDALISM","1600","WALNUT ST",NA,37.878407,-122.267962,"weekday","3","N"
"3926",2016-02-27,"Saturday",12.5,"THEFT MISD. (UNDER $950)","1700","HOPKINS ST",NA,37.882943,-122.279383,"weekend","2","N"
"3927",2016-04-14,"Thursday",8,"BURGLARY RESIDENTIAL","100","ARDEN RD",NA,37.869983,-122.247634,"weekday","4","E"
"3928",2016-01-22,"Friday",22,"BURGLARY AUTO","900","DELAWARE ST",NA,37.870793,-122.297496,"weekday","3","W"
"3929",2016-04-28,"Thursday",2,"DISTURBANCE","2400","ASHBY AVE",NA,37.856111,-122.260248,"weekday","1","S"
"3930",2016-03-02,"Wednesday",3,"THEFT MISD. (UNDER $950)","2100","RUSSELL ST",NA,37.856719,-122.266672,"weekday","2","S"
"3931",2016-01-18,"Monday",0.5,"BURGLARY AUTO","1500","SHATTUCK AVE",NA,37.880227,-122.26936,"weekday","3","N"
"3932",2016-01-27,"Wednesday",17,"THEFT MISD. (UNDER $950)","1400","SIXTY-SEVENTH ST",NA,37.87783,-122.299723,"weekday","2","W"
"3933",2016-03-03,"Thursday",13,"BURGLARY AUTO","201","UNIVERSITY AVE",NA,37.865197,-122.311285,"weekday","3","W"
"3934",2016-01-29,"Friday",23.4833333333333,"2ND RESPONSE","2300","WARRING ST",NA,37.869137,-122.250908,"weekday","1","E"
"3935",2016-01-13,"Wednesday",22.2166666666667,"ASSAULT/BATTERY MISD.",NA,"TELEGRAPH AVENUE","BANCROFT WAY",37.868714,-122.259189,"weekday","4","E"
"3936",2016-01-17,"Sunday",8.75,"SEXUAL ASSAULT FEL.",NA,"KITTREDGE STREET","SHATTUCK AVE",37.868512,-122.26781,"weekend","5","E"
"3937",2016-03-08,"Tuesday",16.5666666666667,"NARCOTICS",NA,"SACRAMENTO STREET","ASHBY AVE",37.853289,-122.278942,"weekday","2","S"
"3938",2016-01-20,"Wednesday",12,"THEFT MISD. (UNDER $950)","2100","DWIGHT WAY",NA,37.863977,-122.267307,"weekday","2","S"
"3939",2016-04-17,"Sunday",9.96666666666667,"ARSON",NA,"HEARST AVENUE","MCGEE AVE",37.872704,-122.277758,"weekend","4","W"
"3940",2015-12-08,"Tuesday",1.25,"BURGLARY COMMERCIAL","2300","SAN PABLO AVE",NA,37.864411,-122.290705,"weekday","2","W"
"3941",2015-12-06,"Sunday",0,"THEFT FROM AUTO","2000","TENTH ST",NA,37.868819,-122.29329,"weekend","4","W"
"3942",2016-02-08,"Monday",16.5833333333333,"VANDALISM","2800","WALLACE ST",NA,37.855053,-122.286577,"weekday","3","S"
"3943",2015-12-14,"Monday",23,"THEFT MISD. (UNDER $950)","1900","CARLETON ST",NA,37.860745,-122.27096,"weekday","2","S"
"3944",2016-03-07,"Monday",11,"DISTURBANCE","2400","WARRING ST",NA,37.867708,-122.250801,"weekday","1","E"
"3945",2016-04-21,"Thursday",19.2,"NARCOTICS","400","GILMAN ST",NA,37.877715,-122.309618,"weekday","2","W"
"3946",2016-04-27,"Wednesday",9.91666666666667,"ASSAULT/BATTERY MISD.","37.8609962420001000,","-122.2561436990000000",NA,37.8609962420001,-122.256143699,"weekday","4","E"
"3947",2016-02-17,"Wednesday",21.75,"BRANDISHING","2200","SHATTUCK AVE",NA,37.869363,-122.268028,"weekday","2","E"
"3948",2016-02-09,"Tuesday",5.3,"BURGLARY RESIDENTIAL","1600","HOPKINS ST",NA,37.882016,-122.281271,"weekday","4","N"
"3949",2016-02-08,"Monday",19,"BURGLARY AUTO","2000","BERKELEY WAY",NA,37.872691,-122.270741,"weekday","3","E"
"3950",2015-12-22,"Tuesday",16.75,"BURGLARY AUTO","2600","DURANT AVE",NA,37.868164,-122.256314,"weekday","3","E"
"3951",2015-12-14,"Monday",8.8,"ROBBERY","2200","PARKER ST",NA,37.862491,-122.2646,"weekday","4","S"
"3952",2016-05-09,"Monday",9,"FRAUD/FORGERY","3200","SACRAMENTO ST",NA,37.849431,-122.278174,"weekday","1","S"
"3953",2016-02-14,"Sunday",0,"FRAUD/FORGERY","3200","SACRAMENTO ST",NA,37.849431,-122.278174,"weekend","1","S"
"3954",2016-03-13,"Sunday",17.95,"ASSAULT/BATTERY FEL.","1500","GRIZZLY PEAK BLVD",NA,37.88222,-122.247955,"weekend","5","E"
"3955",2016-03-25,"Friday",10,"VANDALISM","1600","RUSSELL ST",NA,37.85525,-122.277126,"weekday","3","S"
"3956",2016-02-13,"Saturday",10.2166666666667,"BURGLARY COMMERCIAL","2500","SHATTUCK AVE",NA,37.863811,-122.267412,"weekend","2","S"
"3957",2016-03-13,"Sunday",0,"2ND RESPONSE","3000","BENVENUE AVE",NA,37.855954,-122.254022,"weekend","1","E"
"3958",2016-04-21,"Thursday",16.9166666666667,"BURGLARY AUTO","1100","KEELER AVE",NA,37.890651,-122.258331,"weekday","3","N"
"3959",2016-04-06,"Wednesday",20.5,"VEHICLE STOLEN","1100","FRESNO AVE",NA,37.887344,-122.277321,"weekday","4","N"
"3960",2015-12-21,"Monday",11.85,"BURGLARY AUTO",NA,"BANCROFT WAY","TELEGRAPH AVE",37.868714,-122.259189,"weekday","3","E"
"3961",2015-12-15,"Tuesday",13.9333333333333,"THEFT MISD. (UNDER $950)",NA,"SAN PABLO AVENUE","UNIVERSITY AVE",37.869152,-122.292082,"weekday","2","W"
"3962",2015-12-04,"Friday",12,"FRAUD/FORGERY","2300","ROOSEVELT AVE",NA,37.866534,-122.275897,"weekday","1","S"
"3963",2016-05-10,"Tuesday",13,"DISTURBANCE","1600","ADDISON ST",NA,37.869799,-122.279022,"weekday","1","W"
"3964",2016-02-09,"Tuesday",9.25,"ASSAULT/BATTERY FEL.",NA,"CEDAR STREET","CURTIS ST",37.875661,-122.290594,"weekday","5","W"
"3965",2016-01-10,"Sunday",21.5,"ROBBERY",NA,"ADELINE STREET","ALCATRAZ AVE",37.848752,-122.271331,"weekend","4","S"
"3966",2016-01-09,"Saturday",1.5,"ALCOHOL OFFENSE","2400","MCKINLEY AVE",NA,37.864925,-122.273436,"weekend","1","S"
"3967",2016-04-16,"Saturday",16.7166666666667,"THEFT MISD. (UNDER $950)","1800","FOURTH ST",NA,37.869944,-122.300636,"weekend","2","W"
"3968",2016-04-12,"Tuesday",10.6666666666667,"VANDALISM","2800","KELSEY ST",NA,37.85988,-122.250176,"weekday","3","E"
"3969",2016-04-02,"Saturday",16,"VANDALISM","2300","VIRGINIA ST",NA,37.877323,-122.264273,"weekend","3","E"
"3970",2015-12-18,"Friday",20.95,"VEHICLE STOLEN",NA,"DANA STREET","DURANT AVE",37.867513,-122.26127,"weekday","4","E"
"3971",2016-04-23,"Saturday",3,"THEFT FELONY (OVER $950)","2800","EIGHTH ST",NA,37.855509,-122.291368,"weekend","5","W"
"3972",2015-12-30,"Wednesday",20.3333333333333,"BURGLARY AUTO","2100","BANCROFT WAY",NA,37.867601,-122.267718,"weekday","3","E"
"3973",2015-12-03,"Thursday",11.5,"BURGLARY AUTO","100","SEAWALL DR",NA,37.863617,-122.317569,"weekday","3","W"
"3974",2016-01-14,"Thursday",18,"BURGLARY AUTO","1600","SHATTUCK AVE",NA,37.878112,-122.269114,"weekday","3","N"
"3975",2016-05-13,"Friday",18.5,"THEFT MISD. (UNDER $950)","2100","UNIVERSITY AVE",NA,37.872294,-122.266852,"weekday","2","E"
"3976",2016-01-08,"Friday",4.5,"BURGLARY RESIDENTIAL","1500","BONITA AVE",NA,37.879787,-122.272745,"weekday","4","N"
"3977",2015-12-23,"Wednesday",23.5,"BURGLARY COMMERCIAL","1200","SAN PABLO AVE",NA,37.882067,-122.296392,"weekday","2","W"
"3978",2015-12-27,"Sunday",17.7833333333333,"NARCOTICS",NA,"SACRAMENTO STREET","PRINCE ST",37.851503,-122.278518,"weekend","2","S"
"3979",2016-04-22,"Friday",0.0166666666666667,"DISTURBANCE","1900","CENTER ST",NA,37.869685,-122.272804,"weekday","1","S"
"3980",2016-05-05,"Thursday",18,"VANDALISM","1900","SAN PABLO AVE",NA,37.870236,-122.292591,"weekday","3","W"
"3981",2016-03-16,"Wednesday",12.2666666666667,"BURGLARY AUTO","1200","FIFTH ST",NA,37.880786,-122.303067,"weekday","3","W"
"3982",2015-12-09,"Wednesday",9,"VANDALISM",NA,"VIRGINIA STREET","FOURTH ST",37.871883,-122.301255,"weekday","3","W"
"3983",2016-03-23,"Wednesday",17.95,"VANDALISM","1900","MILVIA ST",NA,37.873607,-122.270903,"weekday","3","N"
"3984",2016-02-12,"Friday",18,"BURGLARY AUTO","2300","BANCROFT WAY",NA,37.868119,-122.263888,"weekday","3","E"
"3985",2016-02-06,"Saturday",4.75,"ASSAULT/BATTERY MISD.",NA,"SHATTUCK AVENUE","ALLSTON WAY",37.86939,-122.267883,"weekend","4","E"
"3986",2016-03-31,"Thursday",20,"BURGLARY AUTO","400","GILMAN ST",NA,37.877715,-122.309618,"weekday","3","W"
"3987",2016-01-29,"Friday",14.75,"DISTURBANCE","2100","SHATTUCK AVE",NA,37.871167,-122.268285,"weekday","1","E"
"3988",2016-04-18,"Monday",2.53333333333333,"THEFT MISD. (UNDER $950)",NA,"OXFORD STREET","ALLSTON WAY",37.869652,-122.265882,"weekday","2","E"
"3989",2016-02-15,"Monday",18,"VEHICLE STOLEN","2400","FIFTH ST",NA,37.861511,-122.29681,"weekday","4","W"
"3990",2016-04-29,"Friday",19.1,"ALCOHOL OFFENSE",NA,"ADELINE STREET","FAIRVIEW ST",37.850676,-122.270799,"weekday","1","S"
"3991",2016-01-30,"Saturday",9,"DISTURBANCE","2700","HILLEGASS AVE",NA,37.861672,-122.255992,"weekend","1","E"
"3992",2016-03-02,"Wednesday",0.416666666666667,"VANDALISM","1300","DELAWARE ST",NA,37.872525,-122.286625,"weekday","3","W"
"3993",2016-02-20,"Saturday",20.9,"NARCOTICS","2400","HASTE ST",NA,37.865849,-122.259977,"weekend","2","E"
"3994",2016-02-01,"Monday",23,"THEFT FROM AUTO","700","ENSENADA AVE",NA,37.894636,-122.284305,"weekday","4","N"
"3995",2016-04-27,"Wednesday",17,"ROBBERY","1900","ALLSTON WAY",NA,37.868785,-122.272701,"weekday","4","S"
"3996",2016-03-05,"Saturday",15.25,"BURGLARY AUTO","2400","DURANT AVE",NA,37.867513,-122.26127,"weekend","3","E"
"3997",2016-03-20,"Sunday",0.116666666666667,"BURGLARY RESIDENTIAL","2800","CHERRY ST",NA,37.859897,-122.252288,"weekend","4","E"
"3998",2016-03-09,"Wednesday",10,"SEXUAL ASSAULT FEL.","2100","KITTREDGE ST",NA,37.868512,-122.26781,"weekday","5","E"
"3999",2015-12-19,"Saturday",13.4333333333333,"THEFT FELONY (OVER $950)","1400","SHATTUCK AVE",NA,37.881957,-122.269551,"weekend","5","N"
"4000",2016-02-23,"Tuesday",1.13333333333333,"BURGLARY COMMERCIAL","2500","NINTH ST",NA,37.860116,-122.29166,"weekday","2","W"
"4001",2016-01-19,"Tuesday",11.9166666666667,"BURGLARY AUTO","100","SEAWALL DR",NA,37.863617,-122.317569,"weekday","3","W"
"4002",2016-02-28,"Sunday",12.6666666666667,"THEFT FELONY (OVER $950)","1800","FOURTH ST",NA,37.869944,-122.300636,"weekend","5","W"
"4003",2015-12-02,"Wednesday",15,"VANDALISM","3000","CALIFORNIA ST",NA,37.853335,-122.27688,"weekday","3","S"
"4004",2015-12-10,"Thursday",10.5,"THEFT MISD. (UNDER $950)","2600","TELEGRAPH AVE",NA,37.862927,-122.258784,"weekday","2","E"
"4005",2016-02-11,"Thursday",15.8333333333333,"IDENTITY THEFT","1300","ADA ST",NA,37.878244,-122.287239,"weekday","1","W"
"4006",2015-12-05,"Saturday",20.25,"BURGLARY AUTO","100","SEAWALL DR",NA,37.863617,-122.317569,"weekend","3","W"
"4007",2016-04-01,"Friday",10.75,"FRAUD/FORGERY","1700","FOURTH ST",NA,37.871268,-122.30106,"weekday","1","W"
"4008",2015-12-18,"Friday",21.45,"ASSAULT/BATTERY MISD.","1500","GRIZZLY PEAK BLVD",NA,37.88222,-122.247955,"weekday","4","E"
"4009",2015-12-11,"Friday",19.4166666666667,"ASSAULT/BATTERY FEL.","3000","TREMONT ST",NA,37.854272,-122.268418,"weekday","5","S"
"4010",2016-03-07,"Monday",10.0166666666667,"DISTURBANCE","2200","SHATTUCK AVE",NA,37.869363,-122.268028,"weekday","1","E"
"4011",2016-04-30,"Saturday",14.5,"BURGLARY AUTO","400","GILMAN ST",NA,37.877715,-122.309618,"weekend","3","W"
"4012",2016-03-20,"Sunday",23,"BURGLARY AUTO","2000","CHANNING WAY",NA,37.865501,-122.269774,"weekend","3","S"
"4013",2015-12-14,"Monday",7.5,"VANDALISM",NA,"HEINZ AVENUE","SEVENTH ST",37.853479,-122.291905,"weekday","3","W"
"4014",2015-12-30,"Wednesday",0,"ALCOHOL OFFENSE","2100","SAN PABLO AVE",NA,37.867533,-122.291719,"weekday","1","W"
"4015",2016-02-22,"Monday",8,"IDENTITY THEFT","1300","UNIVERSITY AVE",NA,37.869784,-122.286394,"weekday","1","W"
"4016",2015-12-13,"Sunday",10.6666666666667,"DISTURBANCE","2400","MCKINLEY AVE",NA,37.864925,-122.273436,"weekend","1","S"
"4017",2016-05-11,"Wednesday",4.51666666666667,"VEHICLE STOLEN","2100","KITTREDGE ST",NA,37.868512,-122.26781,"weekday","4","E"
"4018",2016-01-08,"Friday",12.5,"THEFT FELONY (OVER $950)",NA,"OREGON STREET","SHATTUCK AVE",37.857637,-122.266803,"weekday","5","S"
"4019",2016-03-29,"Tuesday",15.5,"BRANDISHING",NA,"HEARST AVENUE","CALIFORNIA ST",37.872415,-122.280002,"weekday","2","W"
"4020",2015-12-06,"Sunday",23.75,"THEFT MISD. (UNDER $950)","1600","EUCLID AVE",NA,37.879267,-122.260988,"weekend","2","E"
"4021",2016-02-01,"Monday",20,"BURGLARY AUTO","1600","RUSSELL ST",NA,37.85525,-122.277126,"weekday","3","S"
"4022",2016-04-28,"Thursday",17,"THEFT MISD. (UNDER $950)","2300","HILGARD AVE",NA,37.878173,-122.264359,"weekday","2","E"
"4023",2016-02-28,"Sunday",15.8333333333333,"THEFT MISD. (UNDER $950)","1900","DWIGHT WAY",NA,37.863353,-122.272097,"weekend","2","S"
"4024",2016-04-08,"Friday",13.6833333333333,"ASSAULT/BATTERY MISD.","3000","ADELINE ST",NA,37.85488,-122.269079,"weekday","4","S"
"4025",2016-03-25,"Friday",18.75,"THEFT MISD. (UNDER $950)","2400","PROSPECT ST",NA,37.867717,-122.249901,"weekday","2","E"
"4026",2015-12-12,"Saturday",16.1666666666667,"THEFT MISD. (UNDER $950)","2300","TELEGRAPH AVE",NA,37.868714,-122.259189,"weekend","2","E"
"4027",2016-05-10,"Tuesday",6,"THEFT MISD. (UNDER $950)","2900","SACRAMENTO ST",NA,37.8549,-122.27945,"weekday","2","S"
"4028",2016-02-17,"Wednesday",19.1666666666667,"BURGLARY AUTO",NA,"PARKER STREET","SAN PABLO AVE",37.859364,-122.288914,"weekday","3","W"
"4029",2015-12-13,"Sunday",4.53333333333333,"BURGLARY COMMERCIAL","3000","TELEGRAPH AVE",NA,37.855435,-122.259841,"weekend","2","S"
"4030",2015-12-18,"Friday",2.26666666666667,"NARCOTICS",NA,"WOOLSEY STREET","TREMONT ST",37.852151,-122.268013,"weekday","2","S"
"4031",2016-01-25,"Monday",15,"VEHICLE STOLEN","2900","SAN PABLO AVE",NA,37.853576,-122.287202,"weekday","4","S"
"4032",2015-12-30,"Wednesday",0.25,"THEFT MISD. (UNDER $950)","1400","DELAWARE ST",NA,37.872803,-122.28446,"weekday","2","W"
"4033",2016-04-28,"Thursday",15,"THEFT MISD. (UNDER $950)","2700","REGENT ST",NA,37.861573,-122.257452,"weekday","2","E"
"4034",2016-05-13,"Friday",21,"BURGLARY AUTO","1500","WALNUT ST",NA,37.880376,-122.268183,"weekday","3","N"
"4035",2016-03-07,"Monday",20.5,"BURGLARY AUTO","1000","GILMAN ST",NA,37.88015,-122.297446,"weekday","3","W"
"4036",2015-12-09,"Wednesday",2.46666666666667,"2ND RESPONSE","2300","PIEDMONT AVE",NA,37.869839,-122.252365,"weekday","1","E"
"4037",2015-12-06,"Sunday",19,"BURGLARY AUTO","1900","CHESTNUT ST",NA,37.870972,-122.288185,"weekend","3","W"
"4038",2016-03-29,"Tuesday",13,"BURGLARY AUTO","2000","FIFTH ST",NA,37.867271,-122.298682,"weekday","3","W"
"4039",2016-03-02,"Wednesday",20,"BURGLARY RESIDENTIAL","2000","DELAWARE ST",NA,37.874489,-122.271072,"weekday","4","N"
"4040",2016-02-03,"Wednesday",12,"IDENTITY THEFT","2500","WOOLSEY ST",NA,37.853504,-122.255895,"weekday","1","S"
"4041",2016-01-27,"Wednesday",23.6666666666667,"THEFT MISD. (UNDER $950)","1700","FRANCISCO ST",NA,37.874581,-122.277744,"weekday","2","W"
"4042",2016-01-24,"Sunday",2,"THEFT MISD. (UNDER $950)","1600","BONITA AVE",NA,37.877983,-122.272558,"weekend","2","N"
"4043",2016-02-06,"Saturday",22.75,"BURGLARY AUTO","2600","BANCROFT WAY",NA,37.869031,-122.256611,"weekend","3","E"
"4044",2016-03-28,"Monday",13,"FRAUD/FORGERY","2100","SHATTUCK AVE",NA,37.871167,-122.268285,"weekday","1","E"
"4045",2015-12-17,"Thursday",1.33333333333333,"FRAUD/FORGERY","2000","BANCROFT WAY",NA,37.867336,-122.269876,"weekday","1","S"
"4046",2015-12-15,"Tuesday",13.8333333333333,"IDENTITY THEFT",NA,"",NA,37.869058,-122.270455,"weekday","1","S"
"4047",2015-12-18,"Friday",19.25,"ROBBERY","2300","NINTH ST",NA,37.864109,-122.292948,"weekday","4","W"
"4048",2015-12-08,"Tuesday",6.61666666666667,"SEXUAL ASSAULT MISD.",NA,"CHANNING WAY","DANA ST",37.866622,-122.26108,"weekday","3","E"
"4049",2016-01-20,"Wednesday",10.6166666666667,"DISTURBANCE","1900","ALLSTON WAY",NA,37.868785,-122.272701,"weekday","1","S"
"4050",2015-12-06,"Sunday",0.766666666666667,"ALCOHOL OFFENSE",NA,"GILMAN STREET","SEVENTH ST",37.879571,-122.300296,"weekend","1","W"
"4051",2016-01-19,"Tuesday",20,"VEHICLE STOLEN","1500","OXFORD ST",NA,37.880519,-122.267051,"weekday","4","N"
"4052",2016-04-12,"Tuesday",8.08333333333333,"BURGLARY AUTO","1300","NINTH ST",NA,37.879708,-122.297995,"weekday","3","W"
"4053",2016-05-05,"Thursday",14,"THEFT MISD. (UNDER $950)","2000","SHATTUCK AVE",NA,37.871901,-122.268389,"weekday","2","E"
"4054",2016-04-26,"Tuesday",6,"VEHICLE STOLEN","1500","WOOLSEY ST",NA,37.85062,-122.278313,"weekday","4","S"
"4055",2016-04-04,"Monday",17.95,"ROBBERY","2400","ELLSWORTH ST",NA,37.866074,-122.26331,"weekday","4","E"
"4056",2016-04-09,"Saturday",10.5,"ROBBERY",NA,"W FRONTAGE ROAD","UNIVERSITY AVE",37.866265,-122.305592,"weekend","4","W"
"4057",2016-03-30,"Wednesday",20.9833333333333,"ASSAULT/BATTERY MISD.","1400","SHATTUCK AVE",NA,37.881957,-122.269551,"weekday","4","N"
"4058",2016-04-09,"Saturday",18.75,"VEHICLE STOLEN","2300","LE CONTE AVE",NA,37.874863,-122.263693,"weekend","4","E"
"4059",2016-04-15,"Friday",9,"BURGLARY AUTO","2100","ESSEX ST",NA,37.853861,-122.26598,"weekday","3","S"
"4060",2016-02-08,"Monday",11.9166666666667,"IDENTITY THEFT","2000","ASHBY AVE",NA,37.85491,-122.268666,"weekday","1","S"
"4061",2016-05-13,"Friday",22.5833333333333,"THEFT MISD. (UNDER $950)","400","GILMAN ST",NA,37.877715,-122.309618,"weekday","2","W"
"4062",2016-01-18,"Monday",23.3333333333333,"DISTURBANCE","1700","HOPKINS ST",NA,37.882943,-122.279383,"weekday","1","N"
"4063",2016-02-16,"Tuesday",13.75,"THEFT FELONY (OVER $950)","1300","SAN PABLO AVE",NA,37.880262,-122.295809,"weekday","5","W"
"4064",2016-04-19,"Tuesday",5.25,"IDENTITY THEFT","800","SHATTUCK AVE",NA,37.891868,-122.272031,"weekday","1","N"
"4065",2016-01-05,"Tuesday",8.06666666666667,"THEFT MISD. (UNDER $950)","2600","TELEGRAPH AVE",NA,37.862927,-122.258784,"weekday","2","E"
"4066",2016-03-22,"Tuesday",23.35,"ROBBERY","2400","BANCROFT WAY",NA,37.868447,-122.261268,"weekday","4","E"
"4067",2016-03-07,"Monday",7.5,"BURGLARY AUTO","2400","TELEGRAPH AVE",NA,37.866761,-122.258779,"weekday","3","E"
"4068",2016-03-19,"Saturday",10.5,"BURGLARY AUTO","1200","FIFTH ST",NA,37.880786,-122.303067,"weekend","3","W"
"4069",2016-02-11,"Thursday",9,"THEFT MISD. (UNDER $950)","2200","SHATTUCK AVE",NA,37.869363,-122.268028,"weekday","2","E"
"4070",2016-05-25,"Wednesday",0.45,"NARCOTICS",NA,"TYLER STREET","KING ST",37.852998,-122.274145,"weekday","2","S"
"4071",2015-12-22,"Tuesday",0.916666666666667,"BURGLARY AUTO","200","MARINA BLVD",NA,37.868667,-122.313656,"weekday","3","W"
"4072",2015-12-02,"Wednesday",19,"VEHICLE STOLEN",NA,"EDITH STREET","VIRGINIA ST",37.875561,-122.27693,"weekday","4","W"
"4073",2016-04-12,"Tuesday",16,"THEFT MISD. (UNDER $950)","1300","GLENDALE AVE",NA,37.885525,-122.254405,"weekday","2","E"
"4074",2015-12-03,"Thursday",12,"THEFT MISD. (UNDER $950)","2100","ALLSTON WAY",NA,37.86939,-122.267883,"weekday","2","E"
"4075",2016-01-15,"Friday",0,"THEFT MISD. (UNDER $950)","1700","PARKER ST",NA,37.861081,-122.275984,"weekday","2","S"
"4076",2016-04-12,"Tuesday",12,"VEHICLE STOLEN","1800","CARLETON ST",NA,37.860386,-122.273725,"weekday","4","S"
"4077",2016-04-06,"Wednesday",22.2333333333333,"NARCOTICS",NA,"SUTTER STREET","AMADOR AVE",37.887948,-122.272338,"weekday","2","N"
"4078",2016-03-12,"Saturday",22,"VEHICLE STOLEN","1300","SUMMIT RD",NA,37.88698,-122.249247,"weekend","4","E"
"4079",2016-02-18,"Thursday",7.58333333333333,"IDENTITY THEFT","2100","SACRAMENTO ST",NA,37.869423,-122.281951,"weekday","1","W"
"4080",2015-12-02,"Wednesday",13.75,"BURGLARY RESIDENTIAL","2200","MCKINLEY AVE",NA,37.868595,-122.273835,"weekday","4","S"
"4081",2016-03-18,"Friday",0.883333333333333,"ALCOHOL OFFENSE",NA,"DURANT AVENUE","TELEGRAPH AVE",37.867816,-122.258994,"weekday","1","E"
"4082",2016-05-02,"Monday",12.1166666666667,"THEFT FELONY (OVER $950)","2500","SHATTUCK AVE",NA,37.863811,-122.267412,"weekday","5","S"
"4083",2016-04-29,"Friday",23,"BURGLARY AUTO","800","ARLINGTON AVE",NA,37.894702,-122.275053,"weekday","3","N"
"4084",2016-01-21,"Thursday",19,"BURGLARY AUTO","1300","CORNELL AVE",NA,37.880889,-122.293175,"weekday","3","W"
"4085",2016-03-27,"Sunday",4,"BURGLARY AUTO","1500","SAN LORENZO AVE",NA,37.892865,-122.287084,"weekend","3","N"
"4086",2016-01-06,"Wednesday",17.5,"ROBBERY","2000","DURANT AVE",NA,37.866426,-122.269762,"weekday","4","S"
"4087",2016-03-29,"Tuesday",3,"BURGLARY AUTO","600","SANTA BARBARA RD",NA,37.899656,-122.273738,"weekday","3","N"
"4088",2016-04-16,"Saturday",14,"BURGLARY AUTO","2300","HASTE ST",NA,37.865443,-122.263189,"weekend","3","E"
"4089",2016-01-13,"Wednesday",20.25,"BURGLARY AUTO","2000","BERKELEY WAY",NA,37.872691,-122.270741,"weekday","3","E"
"4090",2016-03-30,"Wednesday",17.25,"BURGLARY AUTO","1800","SAN PABLO AVE",NA,37.871402,-122.292965,"weekday","3","W"
"4091",2016-01-26,"Tuesday",14.8333333333333,"DISTURBANCE","3100","CLAREMONT AVE",NA,37.854002,-122.248587,"weekday","1","E"
"4092",2016-04-28,"Thursday",18.25,"THEFT MISD. (UNDER $950)","2000","ALLSTON WAY",NA,37.869096,-122.270137,"weekday","2","E"
"4093",2016-05-19,"Thursday",8.66666666666667,"ROBBERY",NA,"PARKER STREET","WARRING ST",37.864124,-122.250282,"weekday","4","E"
"4094",2016-01-14,"Thursday",20.7833333333333,"ROBBERY","2300","SHATTUCK AVE",NA,37.867176,-122.267802,"weekday","4","E"
"4095",2016-02-01,"Monday",17.4166666666667,"THEFT MISD. (UNDER $950)","2500","SHATTUCK AVE",NA,37.863811,-122.267412,"weekday","2","S"
"4096",2016-03-09,"Wednesday",15,"DISTURBANCE","1900","SAN ANTONIO AVE",NA,37.89925,-122.277331,"weekday","1","N"
"4097",2015-12-07,"Monday",14.5,"BURGLARY AUTO","1800","SHORT ST",NA,37.872734,-122.283488,"weekday","3","W"
"4098",2015-12-24,"Thursday",18.3333333333333,"ROBBERY","1400","SHATTUCK AVE",NA,37.881957,-122.269551,"weekday","4","N"
"4099",2015-12-07,"Monday",19,"BURGLARY AUTO","2400","DANA ST",NA,37.866508,-122.261057,"weekday","3","E"
"4100",2016-03-24,"Thursday",11.1666666666667,"BURGLARY AUTO",NA,"HEARST AVENUE","EUCLID AVE",37.875084,-122.26014,"weekday","3","E"
